feature_id,feature_area,feature_type,cli_surface,user_story,expected_behavior,implementation_status,story_status,test_status,last_tested_at,test_command,test_result,error_notes,existing_evidence,manual_test_data_needed,source_refs
CMD-265,Triage Responsibility,CLI command,linctl triage-responsibility manual-selection,"As a Linear operator using linctl, I want to read manual user selection for one triage responsibility so I can work from the agent-safe CLI surface.",Read manual user selection for one triage responsibility. Usage: linctl triage-responsibility manual-selection TRIAGE_RESPONSIBILITY_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/triage_responsibility.go
CMD-266,Core,CLI command,linctl usage,"As a Linear operator using linctl, I want to show compact linctl usage guidance so I can work from the agent-safe CLI surface.",Show compact linctl usage guidance. Usage: linctl usage [overview|issue|project|cycle]. Local-only behavior must not perform unintended remote mutations.,Implemented in command tree,Drafted from generated command reference,Passed token-free smoke,2026-06-23T22:09:54+03:00,bash skills/linctl/scripts/linctl-offline-smoke.sh,"PASS: --version, --help, usage, usage overview, issue --help, project --help, cycle --help, completion bash",,Current story-loop evidence: token-free offline smoke passed,,skills/linctl/references/commands.md; internal/cli/usage.go
CMD-267,User,CLI command,linctl user assigned-issues,"As a Linear operator using linctl, I want to list issues assigned to a User so I can work from the agent-safe CLI surface.",List issues assigned to a User. Usage: linctl user assigned-issues USER_ID [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/user.go
CMD-268,User,CLI command,linctl user created-issues,"As a Linear operator using linctl, I want to list issues created by a User so I can work from the agent-safe CLI surface.",List issues created by a User. Usage: linctl user created-issues USER_ID [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/user.go
CMD-269,User,CLI command,linctl user delegated-issues,"As a Linear operator using linctl, I want to list issues delegated to a User so I can work from the agent-safe CLI surface.",List issues delegated to a User. Usage: linctl user delegated-issues USER_ID [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/user.go
CMD-270,User,CLI command,linctl user drafts,"As a Linear operator using linctl, I want to list the authenticated user's saved draft metadata so I can work from the agent-safe CLI surface.",List the authenticated user's saved draft metadata. Usage: linctl user drafts [flags]. Supported flags: --limit int maximum drafts to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/user.go
CMD-271,User,CLI command,linctl user get,"As a Linear operator using linctl, I want to get one User by id so I can work from the agent-safe CLI surface.",Get one User by id. Usage: linctl user get USER_ID.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,Requires live Linear fixture or local argument value,skills/linctl/references/commands.md; internal/cli/user.go
CMD-272,User,CLI command,linctl user list,"As a Linear operator using linctl, I want to list visible users so I can work from the agent-safe CLI surface.",List visible users. Usage: linctl user list [flags]. Supported flags: --limit int maximum users to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/user.go
CMD-273,User,CLI command,linctl user me,"As a Linear operator using linctl, I want to get the authenticated User so I can work from the agent-safe CLI surface.",Get the authenticated User. Usage: linctl user me.,Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/user.go
CMD-274,User,CLI command,linctl user my-assigned-issues,"As a Linear operator using linctl, I want to list issues assigned to the authenticated User so I can work from the agent-safe CLI surface.",List issues assigned to the authenticated User. Usage: linctl user my-assigned-issues [flags]. Supported flags: --limit int maximum issues to return (default 50),Implemented in command tree,Drafted from generated command reference,Passed documented automated behavior test,2026-06-23T22:09:54+03:00,go test -count=1 ./internal/cli ./internal/client ./internal/config ./internal/gitctx ./internal/render,"PASS: internal/cli, internal/client, internal/config, internal/gitctx, and internal/render package tests passed",,Referenced in docs/test-scenarios.md; verify in current loop before marking passed,,skills/linctl/references/commands.md; internal/cli/user.go
